HID,I001,I002,I003,I004,I005,I006,I007,I008,I009,I010
72553,10,9,2,2,4,8,6,2,1,1
72554,10,4,9,4,4,5,5,6,8,4
72555,10,3,2,7,6,8,6,3,2,10
72556,4,1,10,6,7,6,7,7,4,7
72557,8,7,8,2,2,6,6,8,6,3
72558,10,8,6,10,3,5,5,1,5,5
72566,1,8,2,3,2,6,2,7,10,7
72567,7,9,8,9,7,7,4,5,5,6
72568,2,4,10,2,8,9,4,5,5,10
72569,1,10,2,9,1,2,9,7,9,2
72570,3,7,4,4,2,1,10,2,6,8
72571,3,9,9,5,1,4,7,10,10,6
72572,5,5,2,9,2,1,1,6,9,3
72573,4,3,7,3,9,10,6,6,1,4
72613,6,4,5,5,2,3,5,9,7,5
72614,5,5,7,5,10,9,1,3,10,6
72615,9,7,8,9,5,6,4,1,4,4
72625,1,1,4,6,6,8,2,8,9,6
72626,6,1,7,4,10,4,10,4,4,1
72627,5,7,1,3,9,1,3,9,10,2
72628,6,10,9,4,10,6,7,3,2,2
72629,3,3,8,4,5,10,3,7,4,2
72630,7,3,6,8,2,8,8,7,2,4
72631,3,8,4,7,2,10,4,1,4,10
72632,5,7,1,3,1,6,7,9,2,8
72633,4,3,6,8,5,3,3,4,1,7
72634,7,2,5,6,6,8,3,6,8,4
72635,6,9,7,3,6,8,7,5,3,6
72636,9,9,8,6,6,9,9,3,4,3
72637,2,9,8,2,1,7,10,2,10,5
72638,5,7,5,9,4,7,5,5,8,9
72639,3,6,1,1,6,10,2,4,5,2
72647,8,7,1,9,6,7,3,5,9,6
72648,10,7,9,2,8,6,10,9,7,8
72649,8,7,7,6,6,6,3,9,3,5
72650,1,8,8,9,1,10,7,4,9,3
72651,8,4,9,10,10,4,9,5,10,6
72652,4,6,1,10,10,4,3,10,1,9
72653,9,2,7,5,4,4,9,10,1,8
72695,7,10,1,8,7,3,1,6,3,7
72696,10,1,5,2,9,10,3,4,9,8
72707,3,7,10,6,3,9,5,10,3,3
72708,2,2,5,2,7,9,10,9,1,2
72709,8,1,6,1,9,9,10,6,4,6
72710,10,5,9,5,6,9,2,10,3,2
72711,2,3,9,8,4,10,5,6,1,8
72712,4,7,3,8,2,7,6,5,7,10
72713,1,10,3,6,4,4,9,1,2,5
72714,2,8,1,8,8,1,8,1,9,8
72715,9,10,10,6,10,1,6,1,1,5
72716,10,1,10,3,1,2,4,6,5,6
72717,7,9,3,2,7,10,6,4,7,8
72718,8,6,1,1,5,3,3,6,7,5
72719,5,3,8,10,5,8,10,8,5,6
72720,9,2,3,9,10,3,8,2,8,10
72721,9,8,5,1,4,7,6,9,9,3
72729,1,9,9,9,3,7,2,7,10,5
72730,2,10,6,4,10,4,10,7,5,4
72731,7,6,8,6,2,4,3,9,7,10
72732,8,7,6,1,3,6,4,9,6,3
72733,7,5,6,1,3,1,1,5,6,8
72734,5,4,9,2,7,1,9,1,8,3
72735,5,9,5,1,5,1,10,3,7,4
72776,4,1,4,5,8,3,10,4,10,6
72787,7,4,7,1,4,2,3,6,5,6
72788,5,7,10,3,10,1,3,8,9,5
72789,8,4,8,1,1,9,3,6,3,9
72790,6,6,3,10,2,4,6,5,4,10
72791,4,9,9,4,8,3,10,9,8,6
72792,1,1,10,8,9,8,8,1,6,5
72793,6,3,4,1,9,6,2,1,2,3
72794,7,9,1,1,6,6,10,10,4,1
72795,7,5,9,3,5,9,5,8,10,7
72796,10,10,4,1,3,5,6,4,4,5
72797,7,9,8,7,8,2,1,10,1,5
72798,1,10,1,9,3,4,10,8,10,4
72799,9,5,10,8,3,6,8,7,6,7
72800,7,2,8,10,2,5,6,8,2,1
72801,6,10,8,7,5,10,9,1,5,10
72809,2,9,9,9,8,3,5,3,10,4
72810,5,6,5,2,2,9,5,2,7,4
72811,8,3,7,10,2,10,3,1,5,8
72812,2,10,4,8,2,9,1,10,1,8
72813,10,2,8,10,2,1,7,5,3,9
72814,6,5,4,1,4,3,7,7,5,2
72815,1,7,2,10,3,4,5,2,10,7
72869,5,5,4,3,4,7,5,7,6,5
72870,1,2,9,9,1,8,10,10,7,5
72871,9,4,2,1,9,10,7,5,10,4
72872,5,5,6,8,2,7,6,9,10,5
72873,2,3,3,3,3,9,5,8,1,3
72874,3,1,5,3,6,9,2,3,7,8
72875,1,7,7,3,9,8,10,4,7,3
72876,3,1,6,1,2,3,3,3,5,2
72877,7,7,1,2,2,9,2,2,3,5
72878,7,4,1,5,4,3,3,4,4,6
72879,2,3,7,8,1,7,6,7,10,8
72880,1,6,6,9,3,1,10,3,7,2
72881,2,2,3,1,5,6,1,10,2,6
72882,7,3,7,9,8,7,6,8,4,1
72883,4,4,2,9,2,10,3,3,5,2
72891,6,9,3,9,4,9,4,6,9,4
72892,5,9,9,4,9,9,7,7,6,8
72893,1,4,10,2,8,2,6,7,1,3
72894,5,3,3,6,9,2,4,9,5,8
72895,3,6,2,10,10,8,7,10,4,2
72896,4,9,8,7,1,7,8,6,7,2
72950,7,2,4,2,10,6,3,1,3,9
72951,9,1,2,9,2,9,9,8,4,4
72952,4,8,6,5,6,4,7,1,7,8
72953,3,2,4,2,7,3,1,6,2,3
72954,7,10,4,1,9,2,10,7,4,5
72955,5,3,2,1,8,8,10,10,8,8
72956,9,7,1,5,4,8,9,5,10,3
72957,3,8,1,8,8,1,4,10,2,10
72958,2,9,7,6,10,10,9,3,9,6
72959,9,5,5,8,7,3,2,1,7,2
72960,3,1,9,6,8,4,3,8,5,9
72961,1,10,5,8,8,7,6,2,8,2
72962,9,7,8,10,5,1,1,10,8,7
72963,8,4,7,2,7,6,10,3,10,2
72964,10,3,6,4,1,3,7,2,6,10
72973,3,3,1,7,9,6,6,10,6,2
72974,10,9,1,9,4,10,4,3,10,5
72975,10,1,8,9,2,7,4,1,6,3
72976,10,1,5,7,1,4,4,3,10,2
72977,10,10,8,8,2,1,7,4,3,3
73031,9,2,8,5,6,1,6,2,7,8
73032,9,4,8,8,3,5,5,6,9,6
73033,1,9,4,4,3,8,6,9,10,1
73034,5,4,3,8,5,9,2,10,8,4
73035,2,1,3,1,9,5,4,6,2,10
73036,9,1,9,7,4,2,5,2,9,2
73037,1,4,5,7,4,10,6,6,8,8
73038,6,6,2,9,6,3,10,10,9,10
73039,1,1,2,1,1,5,4,2,8,8
73040,4,4,3,6,6,7,8,1,1,8
73041,9,4,3,7,7,2,7,4,6,2
73042,7,4,6,3,4,10,8,3,3,1
73043,10,4,4,7,7,6,8,4,7,3
73044,5,3,5,3,5,9,8,9,5,5
73053,3,5,3,8,5,10,1,8,2,6
73054,2,5,8,9,1,1,5,9,5,3
73055,8,9,7,9,4,9,8,7,8,1
73056,6,8,1,1,4,5,4,10,2,7
73057,7,2,8,2,1,9,1,10,6,6
73113,9,9,3,10,4,8,2,3,4,3
73114,3,2,3,6,7,8,7,9,9,3
73115,3,9,5,5,3,1,7,10,6,2
73116,7,3,6,7,1,9,8,8,6,5
73117,6,5,3,3,8,5,9,6,8,4
73118,10,3,8,8,7,8,2,8,3,6
73119,6,4,4,3,3,8,6,7,7,5
73120,7,9,2,7,10,1,4,4,6,7
73121,8,6,2,4,6,4,6,4,10,4
73122,7,6,4,10,5,5,8,1,5,8
73123,2,1,10,8,1,8,3,1,1,3
73124,10,1,7,10,8,4,5,4,10,4
73125,6,4,10,4,8,2,2,5,10,2
73126,10,6,2,3,5,3,2,2,10,3
73135,3,2,9,7,3,1,7,2,1,3
73136,3,3,8,4,9,10,10,7,5,6
73137,7,7,3,9,8,1,4,6,6,6
73138,8,5,1,2,1,2,7,10,6,5
73139,9,8,6,5,3,9,1,9,9,5
73195,7,7,1,1,2,1,8,9,8,7
73196,7,10,6,8,1,1,7,2,6,10
73197,4,7,1,2,10,5,9,9,5,6
73198,10,5,8,4,7,3,1,3,6,6
73199,5,3,8,7,8,3,3,2,6,1
73200,3,2,4,2,8,10,5,9,4,10
73201,10,5,8,7,7,2,10,6,4,1
73202,7,8,8,3,9,5,4,8,10,9
73203,6,8,10,7,3,6,7,10,2,7
73204,4,1,6,8,1,2,1,10,1,10
73205,1,2,5,9,2,10,4,5,8,3
73206,6,3,6,4,9,5,1,7,9,7
73207,1,3,3,9,3,1,2,7,2,10
73216,4,5,10,9,1,7,4,4,9,6
73217,7,1,9,5,5,7,10,1,4,2
73218,10,1,6,6,2,1,3,8,10,6
73219,10,6,10,7,4,3,4,5,1,9
73220,8,2,3,4,3,4,4,7,4,4
73276,4,2,7,4,6,5,7,4,2,6
73277,9,1,1,1,8,6,6,7,2,6
73278,2,2,3,4,9,8,7,1,9,4
73279,4,2,1,3,4,4,10,3,8,1
73280,2,2,8,5,10,6,10,3,2,9
73281,3,8,5,9,10,5,1,8,4,9
73282,5,1,3,1,10,8,5,3,5,7
73283,9,3,3,5,3,1,8,4,3,1
73284,1,1,6,10,3,6,7,4,1,4
73285,2,2,8,7,7,10,8,4,1,8
73286,2,7,2,8,3,4,10,4,9,7
73287,9,3,6,9,8,1,1,8,2,1
73297,6,10,1,8,3,1,8,9,3,7
73298,10,3,10,2,9,8,8,8,5,1
73299,6,6,10,9,7,4,4,6,4,3
73300,3,1,2,10,7,7,10,1,2,6
73357,10,7,3,7,8,5,10,2,7,5
73358,2,4,10,7,9,8,5,5,5,6
73359,2,10,6,7,7,3,7,8,5,6
73360,5,7,9,6,10,10,5,1,6,2
73361,1,7,7,3,7,4,3,4,5,5
73362,2,10,3,4,3,2,5,1,10,6
73363,6,3,7,4,6,4,6,8,4,4
73364,1,3,10,2,9,2,7,9,4,4
73365,8,6,6,9,7,10,1,10,5,8
73366,4,2,1,4,5,2,5,2,5,10
73367,8,6,5,7,7,2,2,4,5,5
73368,9,10,6,1,4,10,9,9,9,8
73369,6,6,9,1,2,7,9,6,2,3
73379,4,7,4,4,2,8,1,5,10,1
73380,3,9,7,6,7,3,5,3,3,3
73381,7,3,6,9,1,10,7,10,1,9
73439,8,7,9,3,8,8,2,3,4,8
73440,3,9,4,10,1,7,6,5,2,10
73441,2,10,3,2,8,8,3,10,8,2
73442,2,2,6,1,1,2,4,6,7,4
73443,2,8,1,2,1,3,8,4,7,5
73444,3,4,9,5,8,6,7,9,3,2
73445,7,7,7,2,10,8,7,2,9,1
73446,9,6,2,8,5,6,9,1,10,10
73447,7,2,5,3,5,10,2,7,8,10
73448,5,1,7,8,5,5,5,2,7,7
73449,10,5,3,8,8,2,1,4,9,8
73450,10,9,9,2,2,8,7,6,10,6
73460,9,2,5,2,6,3,8,2,7,5
73461,4,9,9,8,7,7,4,9,2,9
73462,1,5,8,8,4,1,9,6,3,2
73463,7,10,3,10,7,8,9,9,7,4
73520,3,3,9,1,7,6,6,9,9,5
73521,10,5,9,2,5,3,9,3,3,7
73522,10,3,1,1,8,3,9,2,9,6
73523,4,6,8,3,1,9,9,7,8,1
73524,2,9,3,3,9,1,6,1,3,6
73525,8,1,2,2,2,10,3,2,5,2
73526,5,4,3,7,9,9,3,3,3,1
73527,9,2,1,8,2,8,6,2,8,6
73528,7,10,1,2,5,6,1,1,5,4
73529,10,4,1,4,3,5,7,7,7,9
73530,8,3,6,3,4,8,10,5,6,2
73531,4,4,3,4,4,7,1,10,3,7
73541,1,7,10,3,1,5,1,3,8,9
73542,2,4,10,1,7,10,6,8,10,9
73543,3,9,6,8,5,6,3,7,5,1
73602,2,2,4,3,3,3,10,7,7,10
73603,1,3,6,2,5,1,5,2,10,5
73604,7,9,10,9,9,9,7,10,10,9
73605,6,3,6,8,7,4,3,10,9,4
73606,8,6,9,1,1,7,5,10,10,5
73607,8,5,2,8,1,5,5,1,9,5
73608,2,2,7,6,3,10,2,6,2,9
73609,4,3,9,6,10,10,7,7,3,4
73610,5,5,8,4,3,8,7,2,7,4
73611,7,3,7,7,6,4,1,5,2,8
73612,3,8,4,7,5,8,10,9,9,7
73623,5,1,6,4,10,10,10,4,3,10
73624,6,4,6,5,6,1,3,8,8,1
73683,6,7,4,9,5,8,10,8,10,10
73684,1,10,1,6,6,8,5,8,2,8
73685,5,5,8,1,7,9,3,5,2,7
73686,1,1,7,7,1,3,9,7,8,1
73687,4,7,2,10,1,3,6,7,9,9
73688,3,2,1,4,4,8,2,7,7,3
73689,8,10,3,1,3,1,3,7,8,4
73690,7,7,4,10,2,4,5,9,8,2
73691,2,5,4,7,5,5,10,1,2,6
73692,4,10,5,6,8,6,10,5,4,6
73693,7,2,8,8,1,5,1,6,3,2
73694,9,5,1,7,2,2,7,5,7,8
73704,2,2,4,9,9,5,9,5,8,6
73705,4,10,7,8,7,2,9,9,7,10
73706,1,3,7,2,8,3,2,5,1,1
73764,2,9,6,10,10,3,8,7,5,9
73765,9,5,7,10,6,7,1,10,4,4
73766,5,3,9,3,9,1,9,5,9,9
73767,5,2,8,5,6,5,7,5,6,4
73768,8,10,1,2,2,2,1,6,7,4
73769,7,5,9,1,1,6,4,6,9,2
73770,1,6,8,7,1,9,7,3,9,7
73771,2,10,5,3,1,8,7,9,7,3
73772,10,5,8,10,3,10,4,2,2,9
73773,7,9,4,2,7,1,6,4,1,1
73774,5,7,10,6,2,7,6,5,5,3
73785,1,2,7,9,9,2,3,7,9,10
73786,2,1,2,2,3,1,2,3,7,10
73846,8,9,6,2,6,6,3,3,5,3
73847,1,6,3,10,7,9,6,10,2,4
73848,1,8,10,4,8,10,2,3,3,2
73849,3,8,2,9,2,5,5,5,6,8
73850,4,10,5,1,5,1,1,8,4,9
73851,8,10,1,8,1,7,7,4,9,4
73852,9,4,6,4,7,2,8,10,2,2
73853,9,2,2,2,10,1,5,5,7,6
73854,1,6,5,8,5,4,9,1,10,3
73855,6,2,1,1,2,3,2,1,10,9
73856,2,4,2,5,9,3,8,6,2,6
73867,10,8,9,5,7,4,6,4,6,3
73928,6,2,5,4,5,9,7,3,1,10
73929,2,4,7,2,4,7,2,3,5,7
73930,9,10,10,10,1,4,10,2,10,6
73931,7,3,8,7,2,3,9,10,1,1
73932,4,4,6,5,10,6,3,5,9,10
73933,7,7,2,5,8,8,8,3,1,5
73934,9,10,7,3,9,3,3,2,9,7
73935,3,4,8,1,9,8,8,4,7,7
73936,1,8,5,9,3,8,1,3,10,8
73937,2,3,9,9,3,10,8,7,4,1
73948,1,9,4,6,3,7,5,4,10,5
73949,7,3,10,2,7,5,9,10,3,6
74009,10,4,9,6,2,8,9,10,8,9
74010,2,1,6,6,1,9,5,8,1,2
74011,6,6,6,2,5,3,8,10,8,6
74012,3,8,8,3,8,10,6,3,1,5
74013,2,5,9,2,7,4,9,5,1,9
74014,9,7,1,10,2,1,10,7,5,3
74015,9,10,9,2,8,10,1,5,3,10
74016,8,1,8,9,10,6,2,7,6,7
74017,2,10,4,1,1,2,3,1,5,5
74018,4,10,8,10,1,8,2,5,6,6
74029,2,1,6,2,9,2,7,1,7,10
74091,8,1,4,2,6,1,4,1,9,6
74092,9,1,3,9,7,10,10,6,6,9
74093,3,8,3,10,2,7,1,10,5,7
74094,9,1,5,7,9,5,5,1,4,8
74095,10,7,10,2,3,3,7,9,9,3
74096,5,1,7,5,2,9,6,6,6,4
74097,7,3,4,7,5,4,3,4,7,7
74098,4,10,5,7,5,7,2,4,8,9
74099,5,9,4,4,5,2,8,2,7,6
74111,1,7,4,7,4,9,10,7,10,5
74172,3,5,10,6,10,4,3,4,5,5
74173,10,8,4,3,2,1,9,7,2,4
74174,10,4,2,2,10,9,1,9,1,10
74175,9,4,2,4,8,7,9,2,2,6
74176,7,8,2,2,5,10,10,6,7,9
74177,10,8,9,9,9,10,3,1,7,1
74178,1,5,8,3,7,3,9,9,3,1
74179,1,3,6,2,9,10,7,9,10,1
74180,1,9,3,9,3,2,1,4,8,4
74253,7,7,6,10,7,7,8,9,9,2
74254,3,2,2,5,10,5,9,6,8,7
74255,10,1,10,5,10,6,10,7,8,4
74256,7,8,6,4,5,3,2,9,3,4
74257,1,9,9,10,1,5,1,2,9,10
74258,6,5,2,2,1,7,4,3,1,6
74259,7,6,10,2,6,3,7,5,1,5
74260,1,3,6,10,7,4,7,2,7,8
74261,9,3,2,7,6,5,1,1,10,7
74334,6,7,4,2,5,3,2,3,2,4
74335,3,3,7,9,4,10,2,10,9,2
74336,6,1,6,10,5,3,7,5,6,2
74337,5,3,5,8,8,7,7,10,8,7
74338,1,2,1,10,9,9,1,3,2,1
74339,7,3,5,4,4,4,6,10,2,2
74340,7,1,3,6,2,8,7,9,7,4
74341,8,7,3,10,7,10,1,5,2,4
74342,5,1,5,6,4,1,2,7,6,1
74416,4,10,7,10,1,4,10,8,9,1
74417,9,7,9,3,5,5,2,5,10,2
74418,6,8,8,4,7,10,3,7,4,9
74419,9,7,1,4,4,6,2,1,6,4
74420,3,1,4,6,9,8,5,5,5,2
74421,9,5,2,3,8,7,2,5,7,5
74422,5,9,10,5,4,9,4,1,9,2
74423,10,1,5,5,8,2,9,7,3,5
74424,7,9,7,5,7,6,6,2,7,1
74497,7,2,7,1,5,8,6,5,9,3
74498,7,9,4,7,7,3,4,10,5,3
74499,4,8,4,7,2,8,7,6,6,3
74500,6,3,6,4,4,8,6,5,10,8
74501,7,1,4,6,6,8,8,1,3,3
74502,4,5,2,4,9,2,9,4,2,9
74503,8,9,6,4,2,9,7,3,8,4
74504,2,6,2,2,9,2,9,10,8,6
74580,6,3,2,1,2,4,4,2,9,4
74581,1,4,4,1,9,8,9,1,9,2
74582,1,6,5,2,5,8,6,9,4,1
74583,4,3,9,1,4,10,4,10,7,6
74584,4,2,8,1,2,9,1,6,3,5
74585,2,10,2,9,8,7,3,10,9,6
74586,5,5,8,3,1,7,3,1,3,5
74661,10,7,7,10,2,3,10,7,8,4
74662,2,10,5,1,5,2,7,1,3,4
74663,1,5,3,3,4,1,10,9,5,9
74664,8,6,2,10,10,5,4,3,4,6
74665,1,8,10,4,1,6,5,6,5,4
74666,3,9,3,4,9,8,10,7,10,6
74667,5,10,2,7,4,1,5,3,1,2
74742,8,4,7,10,1,2,2,7,3,7
74743,4,7,8,4,5,10,10,4,6,6
74744,4,3,6,7,7,9,3,5,1,5
74745,3,7,3,4,8,6,1,1,5,3
74746,3,7,4,1,9,10,7,2,1,2
74747,6,10,8,3,8,7,4,10,1,6
74748,8,9,9,2,6,5,10,5,6,7
74824,6,7,4,9,3,8,4,4,3,8
74825,9,7,5,4,5,2,9,7,4,4
74826,9,9,8,4,6,9,3,5,7,2
74827,3,4,7,5,3,3,8,4,6,10
74828,10,6,4,5,9,2,2,1,1,7
74829,3,8,4,3,9,10,1,4,9,1
74905,2,6,1,10,4,7,9,9,10,10
74906,7,5,5,2,4,6,3,1,1,7
74907,1,3,4,10,8,2,8,2,10,7
74908,5,4,7,4,1,7,3,7,5,2
74909,1,8,8,6,3,7,1,2,1,2
74910,9,5,1,1,3,2,8,7,10,3
74911,5,1,8,9,6,3,2,8,1,4
74986,3,9,9,9,2,4,5,4,1,4
74987,3,5,8,5,9,4,2,9,3,4
74988,3,8,1,2,5,10,7,1,6,5
74989,5,2,5,8,7,9,3,6,1,5
74990,1,2,3,6,3,6,7,5,7,10
74991,6,7,5,10,7,9,5,10,5,8
75067,4,8,10,3,5,7,10,9,3,1
75068,7,7,9,8,2,1,4,10,3,9
75069,6,10,9,9,2,10,6,4,4,1
75070,8,1,1,9,3,9,3,9,5,1
75071,5,2,4,7,7,6,2,7,7,7
75072,3,6,4,9,3,5,2,3,5,8
75073,5,6,8,6,1,2,3,9,1,2
75149,6,5,10,10,8,1,4,6,8,6
75150,1,3,7,5,3,6,2,9,4,5
75151,8,5,5,10,4,5,2,2,7,1
75152,5,5,4,2,5,1,6,6,3,2
75153,8,2,10,9,10,8,4,7,2,7
75154,1,1,6,9,2,1,2,4,3,5
75229,9,10,9,1,8,3,2,2,5,7
75230,9,2,4,6,3,10,10,6,1,2
75231,7,10,9,2,4,5,8,3,4,4
75232,7,10,5,1,10,3,6,10,1,3
75233,1,10,2,9,8,2,10,9,5,7
75234,10,4,7,8,8,10,10,9,8,3
75235,6,3,6,7,4,5,2,5,9,10
75248,9,6,2,7,8,7,1,7,5,6
75311,6,1,8,5,6,6,5,7,8,8
75312,9,5,7,8,7,5,2,9,4,1
75313,6,5,10,2,5,9,4,3,9,8
75314,9,10,3,7,5,5,4,6,5,4
75315,1,10,5,9,8,9,3,8,6,3
75316,8,6,9,3,7,3,3,6,6,6
75329,5,5,3,2,3,7,6,8,9,1
75393,8,3,6,3,10,4,10,10,2,2
75394,10,9,9,10,10,1,7,3,6,1
75395,8,2,10,8,6,2,7,7,9,6
75396,10,6,1,5,10,2,4,2,3,10
75397,8,7,5,9,7,6,2,1,2,9
75398,9,8,4,7,4,6,3,4,2,4
75411,5,8,5,9,4,2,1,7,5,5
75473,2,8,1,2,8,8,8,7,6,7
75474,3,7,5,4,8,4,6,1,6,5
75475,2,7,8,7,6,4,10,3,5,9
75476,7,10,5,7,8,4,7,1,1,5
75477,2,6,2,3,8,3,3,10,10,5
75478,4,7,5,3,4,9,5,9,6,4
75479,5,1,10,8,3,5,3,4,8,6
75491,8,2,7,2,8,8,7,6,10,4
75492,5,2,2,7,2,5,3,2,9,10
75555,8,1,9,9,10,1,10,1,3,5
75556,6,10,8,7,4,9,4,1,2,1
75557,4,1,3,9,6,5,5,6,8,1
75558,1,6,4,4,7,3,9,6,3,6
75559,7,8,6,8,1,6,7,9,3,2
75560,4,7,2,9,6,2,1,7,10,1
75573,4,6,4,7,4,6,3,3,7,10
75637,5,6,4,8,6,3,7,7,8,2
75638,3,5,8,6,6,9,7,1,8,1
75639,3,8,9,2,8,4,1,1,4,8
75640,6,5,1,7,7,4,2,1,6,9
75641,3,6,3,8,10,10,9,4,8,4
75642,8,6,1,8,1,9,6,10,3,9
75654,1,2,8,4,3,6,5,8,7,5
75655,6,10,6,2,5,8,1,6,10,9
75717,9,3,8,2,3,2,4,10,7,4
75718,5,4,1,1,3,1,10,6,9,2
75719,4,5,8,4,7,7,6,8,5,5
75720,3,1,2,1,2,7,3,10,10,4
75721,5,9,10,6,1,5,9,5,3,8
75722,3,9,10,6,1,7,2,1,8,8
75734,8,2,8,3,7,7,2,4,3,4
75735,3,10,4,10,9,7,5,3,4,8
75799,2,2,2,4,2,8,5,5,3,6
75800,8,10,10,9,6,5,1,5,7,3
75801,7,2,10,1,5,1,6,6,8,1
75802,1,3,9,4,4,4,10,4,3,4
75803,7,1,5,5,3,6,3,10,6,5
75804,1,7,2,6,1,2,10,10,8,1
75816,8,8,1,5,2,2,8,10,6,10
75881,5,3,8,2,7,9,1,5,7,6
75882,1,4,4,5,4,5,10,3,4,1
75883,2,5,1,3,7,6,4,8,4,2
75884,10,9,9,5,3,8,2,8,10,7
75885,8,8,6,10,5,7,2,10,10,9
75886,5,3,3,1,9,9,7,3,3,5
75897,3,3,2,1,2,2,10,5,9,6
75898,3,7,2,10,3,10,9,9,9,9
75962,3,8,6,7,6,10,10,5,4,5
75963,8,3,1,8,3,2,1,8,2,6
75964,5,10,2,3,2,2,9,9,10,6
75965,10,9,6,8,3,5,5,9,6,10
75966,4,3,7,6,10,5,10,7,5,3
75977,9,2,7,8,9,2,5,7,2,7
75978,5,7,10,9,8,4,2,6,10,4
76043,3,4,6,2,8,3,9,6,8,4
76044,2,2,4,10,1,3,3,3,10,2
76045,1,1,1,4,7,2,2,5,6,8
76046,2,5,10,6,3,10,5,2,2,10
76047,9,3,1,5,2,2,4,8,4,2
76059,5,5,3,9,7,1,7,3,10,9
76060,3,8,6,5,6,9,6,4,2,6
76124,5,1,5,3,9,4,4,5,1,6
76125,8,1,8,1,3,4,9,2,5,8
76126,7,6,7,6,6,10,6,2,4,5
76127,7,1,10,5,5,7,3,7,6,7
76128,9,3,2,9,10,5,5,2,2,9
76129,4,3,9,7,5,1,5,8,1,9
76140,4,8,5,6,7,4,10,8,6,2
76141,3,1,6,3,6,10,9,1,10,9
76204,6,10,9,3,8,2,1,10,5,6
76205,10,4,5,6,2,4,4,7,1,3
76206,4,2,5,6,3,8,5,9,8,9
76207,1,4,5,10,3,4,1,8,9,7
76208,2,7,7,3,9,6,8,3,10,3
76209,3,4,3,6,9,9,9,6,2,7
76210,3,9,3,5,2,3,10,5,1,8
76221,6,9,5,9,5,6,4,3,7,3
76285,4,7,8,5,7,9,4,5,4,6
76286,4,1,7,8,6,4,3,6,3,9
76287,5,8,10,7,7,4,6,7,6,1
76288,6,5,7,1,10,1,7,2,1,8
76289,3,5,3,6,2,2,8,8,3,2
76290,9,4,10,6,1,1,1,5,2,8
76291,8,8,5,4,10,7,1,6,8,10
76302,6,7,2,7,9,1,3,4,6,5
76366,6,7,5,6,2,4,10,9,1,9
76367,6,4,3,1,8,7,7,5,6,8
76368,1,9,1,3,4,3,6,9,7,2
76369,10,10,8,8,7,1,10,3,5,1
76370,10,10,2,7,10,4,2,2,1,5
76371,4,7,4,10,8,3,7,8,5,10
76372,5,8,10,6,5,5,9,3,3,10
76373,6,7,7,8,7,1,9,4,7,8
76384,6,6,4,3,9,4,2,10,5,9
76446,8,1,2,6,4,3,7,5,10,2
76447,4,10,3,2,10,1,8,2,2,6
76448,8,4,3,10,4,2,4,9,3,3
76449,3,7,8,4,4,3,7,7,8,2
76450,10,9,5,7,8,2,4,7,3,10
76451,3,2,10,6,8,3,1,2,3,6
76452,7,7,8,2,1,1,2,2,1,9
76453,8,8,2,3,10,8,8,2,9,1
76454,6,1,5,9,9,4,6,7,7,10
76464,8,2,4,7,9,5,3,5,8,2
76528,10,8,9,6,6,3,4,7,7,8
76529,3,10,10,4,4,7,7,6,9,8
76530,10,3,1,3,5,1,7,10,5,8
76531,5,9,5,5,2,7,2,9,1,3
76532,3,2,2,5,1,6,7,1,3,3
76533,1,10,1,10,2,7,2,5,5,6
76534,3,10,4,7,2,9,9,3,9,2
76535,6,10,5,10,3,9,8,6,4,5
76536,10,8,7,9,4,3,2,8,7,6
76546,3,4,1,9,7,2,1,2,5,10
76609,9,8,5,6,9,8,5,8,8,6
76610,7,2,9,9,1,1,6,1,5,10
76611,3,4,9,3,6,8,4,5,5,1
76612,8,1,10,4,7,8,3,5,5,6
76613,1,4,2,2,7,1,1,4,10,6
76614,7,5,5,2,6,7,9,1,8,4
76615,10,3,3,8,3,4,6,10,1,10
76616,6,4,7,5,4,6,10,10,4,4
76617,6,2,6,1,3,5,1,2,7,8
76688,10,7,8,1,7,2,9,1,9,3
76689,3,10,3,1,2,9,2,8,6,9
76690,7,3,7,9,6,3,2,7,5,4
76691,7,6,1,10,9,4,9,6,9,9
76692,1,10,2,2,10,9,5,6,4,10
76693,10,6,2,6,8,8,7,6,3,9
76694,1,10,4,7,4,9,4,3,4,9
76695,3,6,10,6,9,9,3,6,9,2
76696,3,9,6,5,4,4,3,9,2,1
76697,7,7,6,8,6,6,7,6,1,4
76698,4,2,6,1,4,9,9,10,3,2
76708,5,5,6,3,7,9,10,7,8,6
76769,1,9,9,6,10,3,5,9,4,7
76770,6,6,7,1,3,1,7,9,6,4
76771,8,4,6,2,9,6,4,7,3,1
76772,4,4,10,4,1,8,7,4,2,9
76773,10,9,3,8,5,6,1,5,8,4
76774,8,10,10,3,4,3,1,8,7,8
76775,2,9,7,5,8,9,3,4,2,10
76776,8,7,10,8,5,2,4,3,4,3
76777,5,4,3,8,10,10,5,3,1,4
76778,8,10,5,10,5,8,3,7,1,2
76779,1,9,4,10,6,6,1,2,10,10
76780,5,2,1,2,10,10,5,2,10,3
76847,10,8,5,8,6,10,1,1,7,10
76848,7,1,1,10,1,6,5,6,10,6
76850,7,1,8,1,6,7,3,6,7,7
76851,2,8,6,7,2,6,2,9,1,6
76852,1,9,8,4,3,7,5,10,8,8
76853,8,1,1,5,10,2,1,3,7,10
76854,6,1,7,4,8,3,6,6,8,10
76855,2,4,9,9,6,1,1,6,1,7
76856,9,7,2,2,6,7,9,8,2,7
