HID,I001,I002,I003,I004,I005,I006,I007,I008,I009,I010
72571,2,4,2,7,7,9,3,1,4,7
72572,2,4,2,7,7,9,3,1,4,7
72573,2,4,2,7,7,9,3,1,4,7
72613,4,9,5,4,1,1,10,5,10,4
72614,4,9,5,4,1,1,10,5,10,4
72615,4,9,10,4,1,1,10,5,10,4
72625,10,9,10,6,2,2,10,8,8,4
72626,10,9,7,4,2,2,10,8,8,4
72627,10,9,7,4,2,2,10,8,8,4
72628,9,9,7,4,3,2,9,8,8,4
72629,9,9,7,4,3,3,9,4,8,4
72630,9,9,9,4,3,3,9,4,8,3
72631,9,9,9,3,3,3,9,4,8,3
72632,9,4,9,3,3,3,9,4,3,3
72633,9,4,9,3,3,3,9,3,3,3
72634,9,4,9,3,3,3,9,3,9,3
72635,7,4,3,2,9,8,9,3,9,3
72636,7,4,3,2,9,8,5,9,9,3
72637,7,4,3,2,9,8,5,9,9,3
72638,7,4,3,2,9,8,5,9,9,3
72639,7,4,2,2,9,8,5,9,9,7
72647,2,4,6,8,7,9,3,9,4,7
72648,2,4,6,8,7,9,3,9,4,7
72649,2,4,6,8,7,9,3,6,4,7
72650,2,4,6,8,7,9,3,6,4,7
72651,2,4,6,7,7,9,3,6,4,7
72652,2,4,6,7,7,9,3,1,4,7
72653,2,4,2,7,7,9,3,1,4,7
72695,4,9,5,4,1,1,10,5,10,4
72696,4,9,10,4,1,1,10,5,10,4
72707,10,9,7,6,2,2,10,8,8,4
72708,10,9,7,4,2,2,10,8,8,4
72709,9,9,7,4,2,2,9,8,8,4
72710,9,9,7,4,3,2,9,8,8,4
72711,9,9,9,4,3,3,9,4,8,4
72712,9,9,9,3,3,3,9,4,8,4
72713,9,9,9,3,3,3,9,4,3,3
72714,9,4,9,3,3,3,9,4,3,3
72715,9,4,9,3,3,3,9,3,9,3
72716,9,4,3,2,3,8,9,3,9,3
72717,7,4,3,2,9,8,5,3,9,3
72718,7,4,3,2,9,8,5,9,9,3
72719,7,4,3,2,9,8,5,9,9,3
72720,7,4,3,2,9,8,5,9,9,7
72721,7,4,2,8,9,8,5,9,9,7
72729,2,4,6,8,7,9,3,9,4,7
72730,2,4,6,8,7,9,3,9,4,7
72731,2,4,6,8,7,9,3,6,4,7
72732,2,4,6,7,7,9,3,6,4,7
72733,2,4,6,7,7,9,3,6,4,7
72734,2,4,6,7,7,9,3,1,4,7
72735,2,4,6,7,7,9,3,1,4,7
72776,4,9,10,4,1,1,10,5,10,4
72787,10,9,10,6,2,2,10,8,8,4
72788,10,9,7,6,2,2,10,8,8,4
72789,10,9,7,4,2,2,9,8,8,4
72790,9,9,7,4,3,2,9,8,8,4
72791,9,9,7,4,3,3,9,4,8,4
72792,9,9,9,4,3,3,9,4,8,4
72793,9,9,9,3,3,3,9,4,8,8
72794,9,9,9,3,3,3,9,4,3,3
72795,9,4,9,3,3,3,9,3,3,3
72796,9,4,3,3,3,8,9,3,9,3
72797,7,4,3,2,9,8,5,3,9,3
72798,7,4,3,2,9,8,5,9,9,3
72799,7,4,3,2,9,8,5,9,9,3
72800,7,4,3,2,9,8,5,9,9,3
72801,7,4,2,2,9,8,5,9,9,7
72809,2,4,6,8,7,9,3,9,4,7
72810,2,4,6,8,7,9,3,9,4,7
72811,2,4,6,8,7,9,3,6,4,7
72812,2,4,6,8,7,9,3,6,4,7
72813,2,4,6,7,7,9,3,6,4,7
72814,2,4,6,7,7,9,3,1,4,7
72815,2,4,6,7,7,9,3,1,4,7
72869,10,9,7,6,2,2,10,8,8,4
72870,10,9,7,4,2,2,9,8,8,4
72871,9,9,7,4,3,2,9,8,8,4
72872,9,9,7,4,3,3,9,8,8,4
72873,9,9,9,4,3,3,9,4,8,4
72874,9,9,9,4,3,3,9,4,8,4
72875,9,9,9,3,3,3,9,4,3,8
72876,9,9,9,3,3,3,9,4,3,8
72877,9,9,9,3,3,3,9,3,3,3
72878,7,4,3,2,9,8,9,3,9,3
72879,7,4,3,2,9,8,5,3,9,3
72880,7,4,3,2,9,8,5,9,9,3
72881,7,4,3,2,9,8,5,9,9,3
72882,7,4,2,2,9,8,5,9,9,7
72883,7,4,2,8,9,8,5,9,9,7
72891,2,4,6,8,7,9,3,9,4,7
72892,2,4,6,8,7,9,3,9,4,7
72893,2,4,6,8,7,9,3,6,4,7
72894,2,4,6,7,7,9,3,6,4,7
72895,2,4,6,7,7,9,3,6,4,7
72896,2,4,6,7,7,9,3,1,4,7
72950,10,9,7,6,2,2,10,8,8,4
72951,10,9,7,6,2,2,10,8,8,4
72952,9,9,7,4,3,2,9,8,8,4
72953,9,9,7,4,3,2,9,8,8,4
72954,9,9,9,4,3,3,9,4,8,4
72955,9,9,9,4,3,3,9,4,8,4
72956,9,9,9,3,3,3,9,4,3,8
72957,9,9,9,3,3,3,9,4,3,8
72958,9,9,9,3,3,3,9,4,3,8
72959,9,4,3,3,9,8,9,3,3,3
72960,7,4,3,2,9,8,5,3,9,3
72961,7,4,3,2,9,8,5,9,9,3
72962,7,4,3,2,9,8,5,9,9,3
72963,7,4,3,2,9,8,5,9,9,3
72964,7,4,2,2,9,8,5,9,9,7
72973,2,4,6,8,7,9,3,9,4,7
72974,2,4,6,8,7,9,3,6,4,7
72975,2,4,6,8,7,9,3,6,4,7
72976,2,4,6,7,7,9,3,6,4,7
72977,2,4,6,7,7,9,3,6,4,7
73031,10,9,7,6,2,2,10,8,8,4
73032,10,9,7,4,2,2,9,8,8,4
73033,9,9,7,4,3,2,9,8,8,4
73034,9,9,7,4,3,3,9,8,8,4
73035,9,9,9,4,3,3,9,4,8,4
73036,9,9,9,4,3,3,9,4,3,4
73037,9,9,9,3,3,3,9,4,3,8
73038,9,9,9,3,3,3,9,4,3,8
73039,9,9,3,3,3,8,9,3,3,8
73040,7,4,3,3,9,8,5,3,9,3
73041,7,4,3,2,9,8,5,3,9,3
73042,7,4,3,2,9,8,5,9,9,3
73043,7,4,3,2,9,8,5,9,9,3
73044,7,4,2,2,9,8,5,9,9,7
73053,2,4,6,8,7,9,3,9,4,7
73054,2,4,6,8,7,9,3,9,4,7
73055,2,4,6,8,7,9,3,6,4,7
73056,2,4,6,8,7,9,3,6,4,7
73057,2,4,6,7,7,9,3,6,4,7
73113,10,9,7,6,2,2,9,8,8,4
73114,9,9,7,4,3,2,9,8,8,4
73115,9,9,7,4,3,3,9,8,8,4
73116,9,9,9,4,3,3,9,4,8,4
73117,9,9,9,4,3,3,9,4,3,4
73118,9,9,9,3,3,3,9,4,3,8
73119,9,9,9,3,3,3,9,4,3,8
73120,9,9,9,3,3,3,9,4,3,8
73121,7,4,3,3,9,8,5,3,3,8
73122,7,4,3,2,9,8,5,3,9,8
73123,7,4,3,2,9,8,5,9,9,3
73124,7,4,3,2,9,8,5,9,9,3
73125,7,4,2,2,9,8,5,9,9,3
73126,7,4,2,2,9,8,5,9,9,7
73135,2,4,6,8,7,9,3,9,4,7
73136,2,4,6,8,7,9,3,6,4,7
73137,2,4,6,8,7,9,3,6,4,7
73138,2,4,6,7,7,9,3,6,4,7
73139,2,4,6,7,7,9,3,6,4,7
73195,9,9,7,4,3,2,9,8,8,4
73196,9,9,7,4,3,2,9,8,8,4
73197,9,9,9,4,3,3,9,8,8,4
73198,9,9,9,4,3,3,9,4,3,4
73199,9,9,9,4,3,3,9,4,3,8
73200,9,9,9,3,3,3,9,4,3,8
73201,9,9,9,3,3,3,9,4,3,8
73202,7,9,3,3,9,8,5,3,3,8
73203,7,4,3,3,9,8,5,3,3,8
73204,7,4,3,2,9,8,5,3,9,8
73205,7,4,3,2,9,8,5,9,9,3
73206,7,4,3,2,9,8,5,9,9,3
73207,7,4,2,2,9,8,5,9,9,7
73216,2,4,6,8,7,9,3,9,4,7
73217,2,4,6,8,7,9,3,9,4,7
73218,2,4,6,8,7,9,3,6,4,7
73219,2,4,6,8,7,9,3,6,4,7
73220,2,4,6,7,7,9,3,6,4,7
73276,9,9,7,4,3,2,9,8,8,4
73277,9,9,7,4,3,3,9,8,8,4
73278,9,9,9,4,3,3,9,8,8,4
73279,9,9,9,4,3,3,9,4,3,4
73280,9,9,9,3,3,3,9,4,3,8
73281,9,9,9,3,3,3,9,4,3,8
73282,9,9,9,3,3,8,9,4,3,8
73283,7,4,3,3,9,8,5,3,3,8
73284,7,4,3,2,9,8,5,3,9,8
73285,7,4,3,2,9,8,5,3,9,8
73286,7,4,3,2,9,8,5,9,9,8
73287,7,4,2,2,9,8,5,9,9,3
73297,2,4,6,8,7,9,3,9,4,7
73298,2,4,6,8,7,9,3,6,4,7
73299,2,4,6,8,7,9,3,6,4,7
73300,2,4,6,8,7,9,3,6,4,7
73357,9,9,7,6,3,2,9,8,8,4
73358,9,9,7,4,3,3,9,8,8,4
73359,9,9,9,4,3,3,9,8,8,4
73360,9,9,9,4,3,3,9,4,3,4
73361,9,9,9,4,3,3,9,4,3,8
73362,9,9,9,3,3,3,9,4,3,8
73363,9,9,9,3,3,3,9,4,3,8
73364,7,9,9,3,9,8,5,3,3,8
73365,7,4,3,3,9,8,5,3,3,8
73366,7,4,3,2,9,8,5,3,9,8
73367,7,4,3,2,9,8,5,9,9,8
73368,7,4,2,2,9,8,5,9,9,8
73369,7,4,2,2,9,8,5,9,9,7
73379,2,4,6,8,7,9,3,9,4,7
73380,2,4,6,8,7,9,3,6,4,7
73381,2,4,6,8,7,9,3,6,4,7
73439,9,9,7,4,3,2,9,8,8,4
73440,9,9,9,4,3,3,9,8,8,4
73441,9,9,9,4,3,3,9,8,8,4
73442,9,9,9,4,3,3,9,4,3,4
73443,9,9,9,4,3,3,9,4,3,8
73444,9,9,9,3,3,3,9,4,3,8
73445,7,9,9,3,9,8,5,4,3,8
73446,7,4,9,3,9,8,5,3,3,8
73447,7,4,3,3,9,8,5,3,3,8
73448,7,4,3,2,9,8,5,3,9,8
73449,7,4,3,2,9,8,5,9,9,8
73450,7,4,2,8,9,8,5,9,9,8
73460,2,4,6,8,7,9,3,9,4,7
73461,2,4,6,8,7,9,3,9,4,7
73462,2,4,6,8,7,9,3,6,4,7
73463,2,4,6,8,7,9,3,6,4,7
73520,9,9,7,4,3,3,9,8,8,4
73521,9,9,9,4,3,3,9,8,8,4
73522,9,9,9,4,3,3,9,4,8,4
73523,9,9,9,4,3,3,9,4,3,8
73524,9,9,9,3,3,3,9,4,3,8
73525,7,9,9,3,9,8,5,4,3,8
73526,7,9,9,3,9,8,5,3,3,8
73527,7,4,3,3,9,8,5,3,3,8
73528,7,4,3,2,9,8,5,3,3,8
73529,7,4,3,2,9,8,5,9,9,8
73530,7,4,2,8,9,8,5,9,9,8
73531,7,4,2,8,9,8,5,9,9,8
73541,2,4,6,8,7,9,3,9,4,7
73542,2,4,6,8,7,9,3,6,4,7
73543,2,4,6,8,7,9,3,6,4,7
73602,9,9,9,4,3,3,9,8,8,4
73603,9,9,9,4,3,3,9,8,8,4
73604,9,9,9,4,3,3,9,4,8,4
73605,9,9,9,4,3,3,9,4,3,8
73606,9,9,9,3,3,3,5,4,3,8
73607,7,9,9,3,9,8,5,4,3,8
73608,7,9,9,3,9,8,5,3,3,8
73609,7,4,3,3,9,8,5,3,3,8
73610,7,4,3,8,9,8,5,3,9,8
73611,7,4,3,8,9,8,5,9,9,8
73612,7,4,2,8,9,8,5,9,9,8
73623,2,4,6,8,7,9,3,9,4,7
73624,2,4,6,8,7,9,3,6,4,7
73683,9,9,9,4,3,3,9,8,8,4
73684,9,9,9,4,3,3,9,8,8,4
73685,9,9,9,4,3,3,9,4,8,4
73686,9,9,9,4,3,3,9,4,3,8
73687,9,9,9,3,3,3,5,4,3,8
73688,7,9,9,3,9,8,5,4,3,8
73689,7,9,9,3,9,8,5,3,3,8
73690,7,4,9,3,9,8,5,3,3,8
73691,7,4,3,8,9,8,5,3,3,8
73692,7,4,3,8,9,8,5,9,9,8
73693,7,4,2,8,9,8,5,9,9,8
73694,7,4,2,8,9,8,5,9,9,8
73704,2,4,6,8,7,9,3,9,4,7
73705,2,4,6,8,7,9,3,6,4,7
73706,2,4,6,8,7,9,3,6,4,7
73764,9,9,9,4,3,3,9,8,8,4
73765,9,9,9,4,3,3,9,8,8,4
73766,9,9,9,4,3,3,9,4,8,4
73767,9,9,9,4,3,3,9,4,3,8
73768,7,9,9,3,3,8,5,4,3,8
73769,7,9,9,3,9,8,5,4,3,8
73770,7,9,9,3,9,8,5,3,3,8
73771,7,4,9,3,9,8,5,3,3,8
73772,7,4,3,8,9,8,5,3,3,8
73773,7,4,2,8,9,8,5,9,9,8
73774,7,4,2,8,9,8,5,9,9,8
73785,2,4,6,8,7,9,3,9,4,7
73786,2,4,6,8,7,9,3,6,4,7
73846,9,9,9,4,3,3,9,8,8,4
73847,9,9,9,4,3,3,9,4,8,4
73848,9,9,9,4,3,3,9,4,8,8
73849,9,9,9,4,3,3,5,4,3,8
73850,7,9,9,3,3,8,5,4,3,8
73851,7,9,9,3,9,8,5,3,3,8
73852,7,4,9,3,9,8,5,3,3,8
73853,7,4,9,3,9,8,5,3,3,8
73854,7,4,9,8,9,8,5,9,9,8
73855,7,4,2,8,9,8,5,9,9,8
73856,7,4,2,8,9,8,5,9,9,8
73867,2,4,6,8,7,9,3,6,4,7
73928,9,9,9,4,3,3,9,8,8,4
73929,9,9,9,4,3,3,9,4,8,8
73930,9,9,9,4,3,3,9,4,3,8
73931,9,9,9,3,3,8,5,4,3,8
73932,7,9,9,3,9,8,5,4,3,8
73933,7,9,9,3,9,8,5,3,3,8
73934,7,4,9,3,9,8,5,3,3,8
73935,7,4,9,8,9,8,5,3,3,8
73936,7,4,2,8,9,8,5,9,9,8
73937,7,4,2,8,9,8,5,9,9,8
73948,2,4,6,8,7,9,3,9,4,7
73949,2,4,6,8,7,9,3,6,4,7
74009,9,9,9,4,3,3,9,4,8,4
74010,9,9,9,4,3,3,9,4,8,8
74011,9,9,9,4,3,8,9,4,3,8
74012,9,9,9,3,3,8,5,4,3,8
74013,7,9,9,3,9,8,5,4,3,8
74014,7,4,9,3,9,8,5,3,3,8
74015,7,4,9,3,9,8,5,3,3,8
74016,7,4,2,8,9,8,5,9,3,8
74017,7,4,2,8,9,8,5,9,9,8
74018,2,4,2,8,7,8,5,9,9,8
74029,2,4,6,8,7,9,3,6,4,8
74091,9,9,9,4,3,3,9,4,8,8
74092,9,9,9,4,3,3,9,4,8,8
74093,9,9,9,3,3,8,9,4,3,8
74094,9,9,9,3,3,8,5,4,3,8
74095,7,9,9,3,9,8,5,3,3,8
74096,7,4,9,3,9,8,5,3,3,8
74097,7,4,9,8,9,8,5,3,3,8
74098,7,4,2,8,9,8,5,9,3,8
74099,7,4,2,8,7,8,5,9,9,8
74111,2,4,6,8,7,9,3,6,4,8
74172,9,9,9,4,3,3,9,8,8,4
74173,9,9,9,4,3,3,9,4,8,8
74174,9,9,9,4,3,8,9,4,8,8
74175,9,9,9,3,3,8,5,4,3,8
74176,9,9,9,3,3,8,5,4,3,8
74177,7,4,9,3,9,8,5,3,3,8
74178,7,4,9,3,9,8,5,3,3,8
74179,7,4,2,8,9,8,5,3,3,8
74180,7,4,2,8,9,8,5,9,9,8
74253,9,9,9,4,3,3,9,4,8,8
74254,9,9,9,4,3,8,9,4,8,8
74255,9,9,9,4,3,8,9,4,3,8
74256,9,9,9,3,3,8,5,4,3,8
74257,9,9,9,3,3,8,5,3,3,8
74258,7,4,9,3,9,8,5,3,3,8
74259,7,4,2,3,9,8,5,3,3,8
74260,7,4,2,8,9,8,5,9,3,8
74261,2,4,2,8,7,8,5,9,9,8
74334,9,9,9,4,3,3,9,8,8,4
74335,9,9,9,4,3,3,9,4,8,8
74336,9,9,9,4,3,8,9,4,8,8
74337,9,9,9,3,3,8,9,4,3,8
74338,9,9,9,3,3,8,5,4,3,8
74339,9,4,9,3,3,8,5,3,3,8
74340,7,4,9,3,9,8,5,3,3,8
74341,7,4,2,8,9,8,5,3,3,8
74342,2,4,2,8,7,8,5,9,3,8
74416,9,9,9,4,3,3,9,4,8,8
74417,9,9,9,4,3,8,9,4,8,8
74418,9,9,9,4,3,8,9,4,8,8
74419,9,9,9,3,3,8,9,4,3,8
74420,9,9,9,3,3,8,5,3,3,8
74421,7,4,9,3,3,8,5,3,3,8
74422,7,4,2,3,9,8,5,3,3,8
74423,7,4,2,8,9,8,5,9,3,8
74424,2,4,2,8,7,8,5,9,9,8
74497,9,9,9,4,3,8,9,4,8,8
74498,9,9,9,4,3,8,9,4,8,8
74499,9,9,9,3,3,8,9,4,3,8
74500,9,9,9,3,3,8,9,4,3,8
74501,9,9,9,3,3,8,5,3,3,8
74502,7,4,2,3,3,8,5,3,3,8
74503,7,4,2,8,9,8,5,3,3,8
74504,2,4,2,8,7,8,5,9,3,8
74580,9,9,9,4,3,8,9,4,8,8
74581,9,9,9,3,3,8,9,4,3,8
74582,9,9,9,3,3,8,5,3,3,8
74583,9,4,9,3,3,8,5,3,3,8
74584,7,4,2,3,9,8,5,3,3,8
74585,2,4,2,8,7,8,5,9,3,8
74586,2,4,2,8,7,8,5,9,3,8
74661,9,9,9,4,3,8,9,4,8,8
74662,9,9,9,4,3,8,9,4,8,8
74663,9,9,9,3,3,8,9,4,3,8
74664,9,9,9,3,3,8,5,3,3,8
74665,9,4,2,3,3,8,5,3,3,8
74666,7,4,2,3,9,8,5,3,3,8
74667,2,4,2,8,7,8,5,9,3,8
74742,9,9,9,4,3,8,9,4,8,8
74743,9,9,9,3,3,8,9,4,8,8
74744,9,9,9,3,3,8,9,4,3,8
74745,9,4,9,3,3,8,5,3,3,8
74746,9,4,2,3,3,8,5,3,3,8
74747,2,4,2,8,7,8,5,9,3,8
74748,2,4,2,8,7,8,5,9,3,8
74824,9,9,9,4,3,8,9,4,8,8
74825,9,9,9,3,3,8,9,4,3,8
74826,9,9,9,3,3,8,9,3,3,8
74827,9,4,2,3,3,8,5,3,3,8
74828,2,4,2,3,7,8,5,3,3,8
74829,2,4,2,8,7,8,5,9,3,8
74905,9,9,9,4,3,8,9,4,8,8
74906,9,9,9,4,3,8,9,4,8,8
74907,9,9,9,3,3,8,9,4,3,8
74908,9,4,2,3,3,8,9,3,3,8
74909,9,4,2,3,7,8,5,3,3,8
74910,2,4,2,8,7,8,5,3,3,8
74911,2,4,2,8,7,8,5,9,3,8
74986,9,9,9,4,3,8,9,4,8,8
74987,9,9,9,3,3,8,9,4,8,8
74988,9,9,9,3,3,8,9,3,3,8
74989,9,4,2,3,3,8,5,3,3,8
74990,2,4,2,3,7,8,5,3,3,8
74991,2,4,2,8,7,8,5,9,3,8
75067,9,9,9,4,3,8,9,4,8,8
75068,9,9,9,4,3,8,9,4,8,8
75069,9,9,9,3,3,8,9,4,8,8
75070,9,4,2,3,3,8,9,3,3,8
75071,2,4,2,3,7,8,5,3,3,8
75072,2,4,2,3,7,8,5,3,3,8
75073,2,4,2,8,7,8,3,9,3,8
75149,9,9,9,4,3,8,9,4,8,8
75150,9,9,9,3,3,8,9,4,8,8
75151,9,9,2,3,3,4,9,3,3,8
75152,2,4,2,3,7,8,9,3,3,8
75153,2,4,2,3,7,8,5,3,3,8
75154,2,4,2,8,7,8,5,9,3,8
75229,9,9,9,4,3,8,9,4,8,8
75230,9,9,9,4,3,8,9,4,8,8
75231,9,9,9,3,3,8,9,4,8,8
75232,9,9,2,3,3,4,9,3,3,8
75233,2,4,2,3,7,8,9,3,3,8
75234,2,4,2,3,7,8,5,3,3,8
75235,2,4,2,8,7,8,3,9,3,8
75248,2,4,1,8,7,9,3,6,9,8
75311,9,9,9,4,3,8,9,4,8,8
75312,9,9,9,4,3,8,9,4,8,8
75313,9,9,2,3,3,4,9,4,8,8
75314,2,4,2,3,7,4,9,3,3,8
75315,2,4,2,3,7,8,9,3,3,8
75316,2,4,2,3,7,8,3,9,3,8
75329,2,4,1,8,7,9,3,9,9,8
75393,9,9,9,4,3,8,9,4,8,8
75394,9,9,2,3,3,4,9,4,8,8
75395,2,9,2,3,7,4,9,3,3,8
75396,2,4,2,3,7,4,9,3,3,8
75397,2,4,2,3,7,8,3,3,3,8
75398,2,4,2,8,7,8,3,9,3,8
75411,2,4,1,8,7,9,3,6,9,8
75473,9,9,9,4,3,8,9,4,8,8
75474,9,9,9,4,3,8,9,4,8,8
75475,9,9,2,3,3,4,9,4,8,8
75476,2,4,2,3,7,4,9,3,3,8
75477,2,4,2,3,7,4,3,3,3,8
75478,2,4,2,3,7,8,3,9,3,8
75479,2,4,2,8,7,8,3,9,3,8
75491,2,4,1,8,7,9,3,9,9,8
75492,2,4,1,8,7,9,3,6,9,8
75555,9,9,9,4,3,8,9,4,8,8
75556,9,9,2,3,3,4,9,4,8,8
75557,2,9,2,3,7,4,9,3,8,8
75558,2,4,2,3,7,4,9,3,3,8
75559,2,4,2,3,7,8,3,3,3,8
75560,2,4,2,8,7,8,3,9,3,8
75573,2,4,1,8,7,9,3,6,9,8
75637,9,9,9,4,3,4,9,4,8,8
75638,2,9,2,3,7,4,9,4,8,8
75639,2,4,2,3,7,4,9,3,8,8
75640,2,4,2,3,7,4,3,3,3,8
75641,2,4,2,3,7,8,3,3,3,8
75642,2,4,2,8,7,8,3,9,3,8
75654,2,4,1,8,7,9,3,9,9,8
75655,2,4,1,8,7,9,3,6,9,8
75717,9,9,9,4,3,8,9,4,8,8
75718,9,9,2,4,3,4,9,4,8,8
75719,2,9,2,3,7,4,9,3,8,8
75720,2,4,2,3,7,4,3,3,3,8
75721,2,4,2,3,7,4,3,3,3,8
75722,2,4,2,3,7,8,3,9,3,8
75734,2,4,1,8,7,9,3,9,9,8
75735,2,4,1,8,7,9,3,9,9,8
75799,9,9,2,4,3,4,9,4,8,8
75800,2,9,2,3,7,4,9,4,8,8
75801,2,9,2,3,7,4,3,3,8,8
75802,2,4,2,3,7,4,3,3,3,8
75803,2,4,2,3,7,4,3,3,3,8
75804,2,4,2,8,7,8,3,9,3,8
75816,2,4,1,8,7,9,3,9,9,8
75881,2,9,2,4,7,4,9,4,8,8
75882,2,9,2,3,7,4,9,3,8,8
75883,2,4,2,3,7,4,3,3,8,8
75884,2,4,2,3,7,4,3,3,3,8
75885,2,4,2,3,7,4,3,9,3,8
75886,2,4,2,8,7,8,3,9,3,8
75897,2,4,1,8,7,9,3,9,9,8
75898,2,4,1,8,7,9,3,9,9,8
75962,2,9,2,4,7,4,9,4,8,8
75963,2,9,2,3,7,4,3,3,8,8
75964,2,4,2,3,7,4,3,3,8,8
75965,2,4,2,3,7,4,3,3,3,8
75966,2,4,2,8,7,4,3,9,3,8
75977,2,4,1,8,7,9,3,9,9,8
75978,2,4,1,8,7,9,3,9,9,8
76043,2,9,2,4,7,4,9,4,8,8
76044,2,9,2,3,7,4,5,4,8,8
76045,2,4,2,3,7,4,3,3,8,8
76046,2,4,2,3,7,4,3,3,3,8
76047,2,4,2,3,7,4,3,9,3,8
76059,2,4,1,8,7,9,3,9,9,8
76060,2,4,1,8,7,9,3,9,9,8
76124,2,9,2,4,7,4,9,4,8,8
76125,2,9,2,4,7,4,5,4,8,8
76126,2,9,2,3,7,4,5,3,8,8
76127,2,4,2,3,7,4,3,3,8,8
76128,2,4,2,3,7,4,3,3,3,8
76129,2,4,2,3,7,4,3,9,3,8
76140,2,4,1,8,7,9,3,9,9,8
76141,2,4,1,8,7,9,3,9,9,8
76204,9,9,2,4,3,4,9,4,8,8
76205,2,9,2,4,7,4,9,4,8,8
76206,2,9,2,3,7,4,5,4,8,8
76207,2,4,2,3,7,4,5,3,8,8
76208,2,4,2,3,7,4,3,3,8,8
76209,2,4,2,3,7,4,3,3,3,8
76210,2,4,2,8,7,4,3,9,3,8
76221,2,4,1,8,7,9,3,9,9,8
76285,9,9,9,4,3,4,9,4,8,8
76286,2,9,2,4,7,4,9,4,8,8
76287,2,9,2,4,7,4,5,4,8,8
76288,2,9,2,3,7,4,5,3,8,8
76289,2,4,2,3,7,4,5,3,8,8
76290,2,4,2,3,7,4,3,3,8,8
76291,2,4,2,3,7,4,3,9,3,8
76302,2,4,1,8,7,9,3,9,9,8
76366,9,9,9,4,3,8,9,4,10,8
76367,2,9,2,4,7,4,9,4,8,8
76368,2,9,2,4,7,4,5,4,8,8
76369,2,9,2,4,7,4,5,4,8,8
76370,2,9,2,3,7,4,5,3,8,8
76371,2,4,2,3,7,4,5,3,8,8
76372,2,4,2,3,7,4,3,3,3,8
76373,2,4,2,3,7,9,3,9,3,8
76384,2,4,1,8,7,9,3,9,9,8
76446,9,9,9,4,3,8,9,8,10,8
76447,9,9,9,4,3,4,9,4,10,8
76448,2,9,2,4,7,4,9,4,8,8
76449,2,9,2,4,7,4,5,4,8,8
76450,2,9,2,3,7,4,5,3,8,8
76451,2,4,2,3,7,4,5,3,8,8
76452,2,4,2,3,7,4,3,3,8,8
76453,2,4,2,3,7,4,3,9,3,8
76454,2,4,6,8,7,9,3,9,3,8
76464,2,4,1,8,7,9,3,9,9,8
76528,9,9,9,4,3,8,9,4,10,8
76529,2,9,2,4,7,4,9,4,10,8
76530,2,9,2,4,7,4,5,4,8,8
76531,2,9,2,4,7,4,5,4,8,8
76532,2,9,2,3,7,4,5,3,8,8
76533,2,4,2,3,7,4,5,3,8,8
76534,2,4,2,3,7,4,3,3,8,8
76535,2,4,6,3,7,9,3,9,3,8
76536,2,4,6,8,7,9,3,9,3,8
76546,2,4,1,8,7,9,3,9,9,8
76609,9,9,9,4,3,8,9,8,10,8
76610,2,9,2,4,7,4,9,4,10,8
76611,2,9,2,4,7,4,5,4,8,8
76612,2,9,2,4,7,4,5,4,8,8
76613,2,9,2,4,7,4,5,4,8,8
76614,2,4,2,3,7,4,5,3,8,8
76615,2,4,2,3,7,4,5,3,8,8
76616,2,4,2,3,7,4,3,9,8,8
76617,2,4,6,8,7,9,3,9,3,8
76688,9,9,9,6,3,8,9,8,10,8
76689,9,9,9,6,3,8,9,8,10,8
76690,2,9,9,4,7,4,9,4,10,8
76691,2,9,2,4,7,4,5,4,10,8
76692,2,9,2,4,7,4,5,4,8,8
76693,2,9,2,4,7,4,5,4,8,8
76694,2,9,2,3,7,4,5,3,8,8
76695,2,4,2,3,7,4,5,3,8,8
76696,2,4,2,3,7,4,5,3,8,8
76697,2,4,6,3,4,9,3,9,3,8
76698,2,4,6,8,7,9,3,9,3,8
76708,2,4,1,8,7,9,3,9,9,8
76769,9,9,9,6,3,8,9,8,10,8
76770,9,9,9,6,3,8,9,8,10,8
76771,2,9,9,4,7,4,9,4,10,8
76772,2,9,2,4,7,4,5,4,10,8
76773,2,9,2,4,7,4,5,4,10,8
76774,2,9,2,4,7,4,5,4,8,8
76775,2,9,2,4,7,4,5,4,8,8
76776,2,4,2,3,7,4,5,3,8,8
76777,2,4,2,3,7,4,5,3,8,8
76778,2,4,2,3,4,9,5,3,8,8
76779,2,4,6,3,4,9,3,9,3,8
76780,2,4,6,8,7,9,3,9,3,8
76847,9,9,9,6,3,8,9,8,10,4
76848,9,9,9,6,3,8,9,8,10,4
76850,9,9,9,6,3,8,9,8,10,8
76851,9,9,9,6,3,8,9,8,10,8
76852,9,9,9,6,7,4,9,8,10,8
76853,2,9,2,4,7,4,5,4,10,8
76854,2,9,2,4,7,4,5,4,10,8
76855,2,9,2,4,7,4,5,4,10,8
76856,2,9,2,4,7,4,5,4,8,8
76857,2,9,2,3,7,4,5,3,8,8
76858,2,4,2,3,7,4,5,3,8,8
76859,2,4,2,3,7,4,5,3,8,8
76860,2,4,6,3,4,9,3,9,8,8
76861,2,4,6,8,7,9,3,9,3,8
76862,2,4,6,8,7,9,3,9,3,8
76927,9,9,9,6,3,8,9,8,10,4
76928,9,9,9,6,3,8,9,8,10,4
76929,9,9,9,6,3,8,9,8,10,8
76930,9,9,9,6,3,8,9,8,10,8
76931,9,9,9,6,3,8,9,8,10,8
